,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tên vật tư,Mã,Mã vật tư tính giá,Đvt,Đvt hộp,Hệ số hộp,Đvt M2,Hế số M2,Loại vật tư,Mã nhóm mẹ,Hãng sản xuất,Nhóm hàng,Sản phẩm,Thuế TTĐB,Đơn vị cơ sở,Quy cách,Quy cách Code,Id,Ngày tạo mới
Gạch 60x60 MS 6762 loại 1,05.L1.6060.6762.E,05.L1.6060.6762,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16637,7/24/2017
Gạch 60x60 MS 6762 loại 1,05.L1.6060.6762.F,05.L1.6060.6762,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16638,6/27/2017
Gạch 60x60 MS 6762 loại 1,05.L1.6060.6762.G,05.L1.6060.6762,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16639,6/27/2017
Gạch 60x60 MS 6762 loại 1,05.L1.6060.6762.H,05.L1.6060.6762,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16640,10/9/2018
Gạch 60x60 MS 6762 loại 1,05.L1.6060.6762.P,05.L1.6060.6762,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16641,10/30/2017
Gạch 60x60G MS 6763 loại 1,05.L1.6060.6763,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16642,5/26/2017
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.0,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16643,4/29/2017
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.D,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16644,7/22/2019
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.E,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16645,9/21/2018
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.F,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16646,6/27/2017
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.G,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16647,6/27/2017
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.H,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16648,1/3/2018
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.I,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16649,3/10/2018
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.K,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16650,4/24/2018
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.L,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16651,11/17/2018
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.M,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16652,4/13/2019
Gạch 60x60 MS 6763 loại 1,05.L1.6060.6763.N,05.L1.6060.6763,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16653,8/13/2018
Gạch 60x60 MS 6764 loại 1,05.L1.6060.6764.0,05.L1.6060.6764,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16654,5/6/2017
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.D,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16655,11/23/2019
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.E,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16656,3/6/2018
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.F,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16657,10/9/2018
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.G,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16658,7/11/2017
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.H,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16659,12/1/2017
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.I,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16660,4/18/2019
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.K,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16661,8/30/2018
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.L,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16662,1/21/2019
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.M,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16663,5/13/2019
Gạch 60x60 MS 6766 loại 1,05.L1.6060.6766.N,05.L1.6060.6766,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16664,10/15/2019
Gạch 60x60 MS 6768 loại 1,05.L1.6060.6768,05.L1.6060.6768,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16665,8/2/2017
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.D,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16666,8/17/2020
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.E,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16667,6/29/2019
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.F,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16668,11/16/2019
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.G,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16669,2/19/2019
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.H,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16670,9/9/2019
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.I,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16671,5/10/2021
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.K,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16672,11/15/2019
Gạch 60x60 MS 6781 loại 1,05.L1.6060.6781.P,05.L1.6060.6781,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16673,11/2/2021
Gạch 60x60 MS 6782 loại 1,05.L1.6060.6782.G,05.L1.6060.6782,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16674,2/19/2019
Gạch 60x60 MS 6783 loại 1,05.L1.6060.6783.G,05.L1.6060.6783,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16675,2/19/2019
Gạch 60x60 MS 6783 loại 1,05.L1.6060.6783.H,05.L1.6060.6783,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16676,2/19/2019
Gạch 60x60 MS 6783 loại 1,05.L1.6060.6783.I,05.L1.6060.6783,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16677,7/25/2019
Gạch 60x60 MS 6784 loại 1,05.L1.6060.6784.F,05.L1.6060.6784,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16678,10/27/2021
Gạch 60x60 MS 6784 loại 1,05.L1.6060.6784.G,05.L1.6060.6784,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16679,2/19/2019
Gạch 60x60 MS 6784 loại 1,05.L1.6060.6784.H,05.L1.6060.6784,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16680,4/15/2021
Gạch 60x60 MS 6784 loại 1,05.L1.6060.6784.I,05.L1.6060.6784,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16681,6/12/2019
Gạch 60x60 MS 6784 loại 1,05.L1.6060.6784.K,05.L1.6060.6784,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16682,10/30/2019
Gạch 60x60 MS 6785 loại 1,05.L1.6060.6785.F,05.L1.6060.6785,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16683,5/10/2021
Gạch 60x60 MS 6785 loại 1,05.L1.6060.6785.G,05.L1.6060.6785,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16684,2/19/2019
Gạch 60x60 MS 6785 loại 1,05.L1.6060.6785.H,05.L1.6060.6785,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16685,9/20/2019
Gạch 60x60 MS 6785 loại 1,05.L1.6060.6785.I,05.L1.6060.6785,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16686,11/16/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.D,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16687,11/16/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.E,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16688,11/16/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.F,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16689,9/18/2020
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.G,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16690,2/19/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.H,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16691,6/29/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.I,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16692,6/29/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.K,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16693,11/16/2019
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.L,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16694,5/23/2020
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.M,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16695,5/23/2020
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.N,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16696,7/24/2020
Gạch 60x60 MS 6787 loại 1,05.L1.6060.6787.P,05.L1.6060.6787,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16697,7/20/2020
Gạch 60x60 MS 6791 loại 1,05.L1.6060.6791.D,05.L1.6060.6791,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16698,6/29/2020
Gạch 60x60 MS 6791 loại 1,05.L1.6060.6791.E,05.L1.6060.6791,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16699,3/13/2021
Gạch 60x60 MS 6791 loại 1,05.L1.6060.6791.F,05.L1.6060.6791,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16700,4/9/2019
Gạch 60x60 MS 6791 loại 1,05.L1.6060.6791.G,05.L1.6060.6791,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16701,4/9/2019
Gạch 60x60 MS 6791 loại 1,05.L1.6060.6791.I,05.L1.6060.6791,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16702,10/21/2021
Gạch 60x60 MS 6792 loại 1,05.L1.6060.6792.E,05.L1.6060.6792,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16703,10/15/2019
Gạch 60x60 MS 6792 loại 1,05.L1.6060.6792.F,05.L1.6060.6792,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16704,6/29/2019
Gạch 60x60 MS 6792 loại 1,05.L1.6060.6792.G,05.L1.6060.6792,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16705,4/9/2019
Gạch 60x60 MS 6792 loại 1,05.L1.6060.6792.H,05.L1.6060.6792,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16706,12/2/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.D,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16707,10/2/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.E,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16708,11/25/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.F,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16709,8/1/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.G,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16710,4/9/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.H,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16711,6/5/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.I,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16712,7/8/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.K,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16713,10/2/2019
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.L,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16714,4/14/2021
Gạch 60x60 MS 6793 loại 1,05.L1.6060.6793.M,05.L1.6060.6793,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16715,1/24/2022
Gạch 60x60 MS 6794 loại 1,05.L1.6060.6794.F,05.L1.6060.6794,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16716,4/12/2019
Gạch 60x60 MS 6794 loại 1,05.L1.6060.6794.G,05.L1.6060.6794,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16717,4/9/2019
Gạch 60x60 MS 6794 loại 1,05.L1.6060.6794.H,05.L1.6060.6794,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16718,10/15/2019
Gạch 60x60 MS 6794 loại 1,05.L1.6060.6794.I,05.L1.6060.6794,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,05.60X60,NCC0073,GACH,,0%,,gạch quy cách 60x60,6060,16719,5/26/2020
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.G,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16720,3/7/2020
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.G21,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16721,12/8/2021
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.G22,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,21584,5/3/2022
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.H,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16722,1/21/2021
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.I,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16723,9/14/2020
Gạch 80x80 MS 8681 loại 1,05.L1.8080.8681.K,05.L1.8080.8681,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16724,9/4/2021
Gạch 80x80 MS 8682 loại 1,05.L1.8080.8682.G,05.L1.8080.8682,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16725,5/6/2019
Gạch 80x80 MS 8682 loại 1,05.L1.8080.8682.G21,05.L1.8080.8682,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16726,12/24/2021
Gạch 80x80 MS 8682 loại 1,05.L1.8080.8682.H,05.L1.8080.8682,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16727,11/16/2019
Gạch 80x80 MS 8682 loại 1,05.L1.8080.8682.I,05.L1.8080.8682,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16728,11/16/2019
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.E,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16729,6/30/2021
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.E0,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16730,11/18/2021
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.F,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16731,11/28/2019
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.G,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16732,5/6/2019
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.H,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16733,11/16/2019
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.I,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16734,11/16/2019
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.K,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16735,9/4/2021
Gạch 80x80 MS 8683 loại 1,05.L1.8080.8683.K0,05.L1.8080.8683,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16736,11/18/2021
Gạch 80x80 MS 8684 loại 1,05.L1.8080.8684.G,05.L1.8080.8684,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16737,3/7/2020
Gạch 80x80 MS 8684 loại 1,05.L1.8080.8684.H,05.L1.8080.8684,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16738,7/10/2021
Gạch 80x80 MS 8685 loại 1,05.L1.8080.8685.G,05.L1.8080.8685,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16739,5/6/2019
Gạch 80x80 MS 8685 loại 1,05.L1.8080.8685.G2,05.L1.8080.8685,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16740,12/30/2021
Gạch 80x80 MS 8685 loại 1,05.L1.8080.8685.G3,05.L1.8080.8685,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,21412,3/22/2022
Gạch 80x80 MS 8685 loại 1,05.L1.8080.8685.H,05.L1.8080.8685,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16741,11/16/2019
Gạch 80x80 MS 8685 loại 1,05.L1.8080.8685.K,05.L1.8080.8685,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16742,11/16/2019
Gạch 80x80 MS 8686 loại 1,05.L1.8080.8686.E,05.L1.8080.8686,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16743,4/15/2021
Gạch 80x80 MS 8686 loại 1,05.L1.8080.8686.F,05.L1.8080.8686,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16744,8/20/2020
Gạch 80x80 MS 8686 loại 1,05.L1.8080.8686.G,05.L1.8080.8686,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16745,3/7/2020
Gạch 80x80 MS 8686 loại 1,05.L1.8080.8686.G21,05.L1.8080.8686,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16746,11/13/2021
Gạch 80x80 MS 8686 loại 1,05.L1.8080.8686.G22,05.L1.8080.8686,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,05.80X80,NCC0073,GACH,,0%,,gạch quy cách 80x80,8080,16747,12/20/2021
